FlightNumber,Date,Route,AircraftType,Distance_km,Payload_kg,PassengerCount,FuelUplifted_kg,PlannedFuel_kg,ActualFuel_kg,CG_Position_percent_MAC,DelayMinutes,DelayReason,TaxiOutTime_min,WindComponent_kts,WeatherCondition
AB1000,25-04-2024,SHJ-RUH,A320,1664.3,13694.5,153,8110.4,8171.9,7690.7,29,0,None,13.8,-7.7,Storm
AB1001,07-03-2024,SHJ-DOH,A321,2384.4,17351.4,183,9034,9136.1,8651.8,27.93,19,None,14.4,6.9,Fog
AB1002,24-02-2024,SHJ-MCT,A321,2509,17104.1,237,9564.8,9738.7,9188.2,29.25,4,None,9.5,-21.2,Storm
AB1003,14-02-2024,SHJ-RUH,A320,1964.7,14945.6,175,7458.7,7533.9,7356.4,27.7,3,Weather,21.1,9.8,Rain
AB1004,02-03-2024,SHJ-MCT,A320,1824.7,13783.3,159,8124.4,8230.4,7907.2,28.45,14,Technical,20.3,-13.5,Fog
AB1005,22-02-2024,SHJ-CAI,A320,1445.6,14636.9,151,6904.2,7025.8,6714.6,27.78,0,ATC,20.4,-41.6,Clear
AB1006,14-03-2024,SHJ-RUH,A320,1828,14238.5,182,9781.7,9879.1,9618.2,27.72,18,Weather,19.1,-25.3,Storm
AB1007,24-03-2024,SHJ-MCT,A321,2111.8,15383.5,229,9959.2,10043.7,9567.4,28.34,0,Weather,19.8,-35.6,Clear
AB1008,20-01-2024,SHJ-DOH,A321,2569.7,15192.4,215,11066.9,11175.6,10706.9,28.03,0,Technical,21.9,2.6,Fog
AB1009,24-02-2024,SHJ-RUH,A321,2112.2,15360.9,160,8519.2,8699.2,8230.6,29.67,16,Late Arrival,16,-28.7,Storm
AB1010,06-04-2024,SHJ-MCT,A321,2481.1,16700.7,167,8826.5,8899.1,8612.3,29.56,7,Weather,17.6,-0.3,Fog
AB1011,02-03-2024,SHJ-MCT,A321,2060.7,18364.2,196,9589.2,9695.4,9317.3,29.44,18,Weather,14.2,-36.8,Storm
AB1012,02-02-2024,SHJ-CAI,A321,2700.6,16016,223,7892.4,7986,7620.3,29.47,0,None,18.8,-37.2,Storm
AB1013,04-04-2024,SHJ-MCT,A320,1864.9,12963.7,147,7726.4,7802.6,7531.6,26.81,0,None,23.1,-39.4,Storm
AB1014,10-04-2024,SHJ-JED,A320,1764.3,14752.9,152,7174.8,7330.7,6852.2,26.83,6,ATC,9.3,-25.9,Fog
AB1015,21-02-2024,SHJ-CAI,A320,1806.8,13145.4,155,6591.8,6744.6,6284.1,26.9,0,ATC,20.5,-1.8,Clear
AB1016,12-04-2024,SHJ-DEL,A320,1501.4,13831.2,170,7897.9,8023,7845.6,29.52,12,Weather,12.8,-27.7,Fog
AB1017,25-02-2024,SHJ-DEL,A320,2154,14910,177,8356.4,8446.4,8122.5,27.92,20,Technical,25.5,-3.2,Rain
AB1018,11-01-2024,SHJ-RUH,A320,1516.1,14224,179,8618.9,8864.6,8381.8,26.72,0,None,19.2,11.8,Storm
AB1019,19-03-2024,SHJ-JED,A321,2032.8,16234.2,231,9482.1,9610.4,9215.6,29.27,30,None,24.5,-15.4,Fog
AB1020,08-01-2024,SHJ-MCT,A321,2258.3,16714.1,219,9555.2,9715,9255.2,30.52,0,Weather,18.1,-30.3,Cloudy
AB1021,18-04-2024,SHJ-JED,A321,2137.8,16902.5,223,9387.9,9439.6,9279.2,29.9,0,ATC,23.9,-12.2,Fog
AB1022,06-03-2024,SHJ-RUH,A320,2063.2,13801.4,123,8430.4,8576.6,8002.9,27.34,11,Late Arrival,15.3,-32.3,Clear
AB1023,16-02-2024,SHJ-MCT,A320,1991.1,12802.5,147,6896,7003.3,6745,29.16,6,None,10.5,-7.4,Clear
AB1024,05-02-2024,SHJ-DOH,A321,2537.1,15853.8,200,10015.7,10089.7,9553.5,27.67,22,Late Arrival,22,-19.9,Storm
AB1025,16-03-2024,SHJ-MCT,A320,1688.4,14994.4,175,7231.6,7264,6926.7,28.69,4,None,15.8,-20.5,Clear
AB1026,27-04-2024,SHJ-DEL,A321,2208.1,17394.9,221,9343.6,9463.6,8967.2,28.57,7,None,17.3,-12.4,Fog
AB1027,27-04-2024,SHJ-RUH,A321,2126.6,16109.6,240,10439.7,10568.3,10215.8,29.12,17,Technical,18.7,-2.2,Rain
AB1028,29-01-2024,SHJ-RUH,A320,1869.1,13937.9,185,8233.3,8349,7921.1,27.91,10,Weather,15.1,-31.3,Storm
AB1029,14-03-2024,SHJ-DEL,A321,2000.3,15108,192,9325.7,9412.2,9015.4,26.64,41,ATC,23.4,-13.3,Fog
AB1030,14-01-2024,SHJ-RUH,A320,2181.5,13022.6,202,7034.8,7071.1,6710.9,28.01,17,Weather,17.2,-9.3,Rain
AB1031,15-01-2024,SHJ-RUH,A321,2219.8,15977.6,198,10310.9,10456.7,10076.3,30.22,0,None,23.7,10.9,Fog
AB1032,02-02-2024,SHJ-JED,A321,2250.4,17099.1,230,9224.5,9258.8,8906.3,29.14,19,None,20.6,-4,Fog
AB1033,02-03-2024,SHJ-MCT,A321,2045,15967.4,240,9349.7,9446.3,9029.7,28.18,42,None,15.4,-36.9,Storm
AB1034,28-03-2024,SHJ-DOH,A320,1709.9,11998.3,151,7031.9,7098.2,6670.1,28.89,37,Weather,21.9,-23.2,Rain
AB1035,09-01-2024,SHJ-DOH,A320,1828.2,12475,162,7139.6,7368.2,6770.1,28.5,0,Late Arrival,16.2,-18.2,Cloudy
AB1036,12-04-2024,SHJ-CAI,A321,2217.5,15769.2,214,8257.5,8389.8,8052,27.98,20,None,11.2,6.5,Fog
AB1037,09-03-2024,SHJ-DEL,A321,2045.1,16276.3,216,8934.7,9063.4,8620.3,29.96,25,Technical,17.1,-22.2,Clear
AB1038,21-02-2024,SHJ-JED,A321,2669.8,17449.9,191,9600,9693.2,9333.5,27.77,1,ATC,27.1,-11.3,Cloudy
AB1039,01-03-2024,SHJ-CAI,A321,1701.8,17716.7,231,9140.7,9197.7,8769,28.53,39,Technical,16.6,-48,Fog
AB1040,04-02-2024,SHJ-MCT,A320,1787.3,13921.4,188,8014.3,8166.6,7756.5,28.12,0,Weather,23.8,-17.1,Cloudy
AB1041,31-01-2024,SHJ-JED,A320,1800.6,14177.9,143,7472.3,7562.6,7172,29.27,14,None,22.3,-19.9,Cloudy
AB1042,30-01-2024,SHJ-MCT,A320,2011.3,14397.5,165,7986.7,8112.1,7782.2,27.96,0,None,23.5,-38.8,Rain
AB1043,20-01-2024,SHJ-DEL,A320,1715.5,15027.7,171,7952.1,8061.1,7627,26.48,3,None,26.1,-29.9,Storm
AB1044,19-03-2024,SHJ-DEL,A320,1736.3,13458.4,163,7416.9,7526.7,7068.2,28.77,0,None,16.3,-23.4,Rain
AB1045,20-03-2024,SHJ-CAI,A321,2291.1,15706.8,228,10686.4,10761.9,10485.3,28.47,62,None,15.9,5.2,Fog
AB1046,21-04-2024,SHJ-CAI,A321,1946.7,15510.3,196,8654.3,8718.9,8381.1,28.18,33,ATC,24.1,-5.8,Fog
AB1047,05-02-2024,SHJ-DOH,A320,1904.8,14092.7,155,7046.8,7088.2,6710.5,27.01,33,None,27.5,-14.1,Cloudy
AB1048,07-01-2024,SHJ-RUH,A321,2421.3,16254.2,183,10112.2,10215.8,9755.2,28.76,29,Weather,13.1,-31.6,Fog
AB1049,05-01-2024,SHJ-RUH,A321,1998.4,16585,188,8815.8,8902.7,8586.3,27.51,11,Technical,24.2,-18,Cloudy
AB1050,28-02-2024,SHJ-DEL,A321,2508.3,17834,225,9574.7,9712.9,9272.4,28.61,0,Technical,20.5,-37,Clear
AB1051,02-01-2024,SHJ-JED,A320,1607.6,14000.2,163,6587.9,6736.2,6271.4,26.87,35,Technical,10.2,11.8,Clear
AB1052,11-02-2024,SHJ-CAI,A321,2117.7,16645.6,172,9437.9,9533.6,9115,28.44,0,ATC,23.7,-19.5,Rain
AB1053,31-01-2024,SHJ-CAI,A321,2508.2,15973.5,201,10315.6,10354.9,10177.9,30.1,0,None,8.9,8,Rain
AB1054,16-02-2024,SHJ-MCT,A321,1921.2,16684.1,211,6689.4,6811.8,6416.1,29.35,28,Weather,16.1,-9.3,Storm
AB1055,30-03-2024,SHJ-CAI,A321,2062.1,15089.5,184,8037.9,8062.2,7636.9,29.27,4,None,17.5,0.5,Rain
AB1056,27-02-2024,SHJ-MCT,A320,1712.3,14611.6,165,7848,7875.9,7318,29.29,23,None,15.6,4.4,Cloudy
AB1057,14-04-2024,SHJ-DEL,A321,1830.4,15978.2,185,9912.1,10033.7,9723.4,28.81,0,None,19.9,-24,Fog
AB1058,25-02-2024,SHJ-DOH,A320,1582.3,16801.4,155,5782.4,5819,5566.6,28.83,16,ATC,20,-25.6,Cloudy
AB1059,01-03-2024,SHJ-DEL,A320,1744.1,13629.1,163,8835.3,8960.3,8501.7,28.5,27,Weather,19.4,-14.6,Cloudy
AB1060,24-04-2024,SHJ-JED,A321,2437.8,15835,192,8314.1,8321.4,7995.8,29.46,7,None,23.7,-30.1,Rain
AB1061,02-02-2024,SHJ-RUH,A320,1759.3,15122.2,192,7319.8,7434.6,7001.7,28.37,4,Technical,24.4,-48.3,Cloudy
AB1062,08-01-2024,SHJ-MCT,A321,2115.8,16947.9,219,10852.8,10938.5,10432.9,30.3,0,Weather,22.7,7.2,Clear
AB1063,27-02-2024,SHJ-JED,A321,2443,16605.8,203,7971.4,8015.6,7640.4,28.21,0,Technical,15.7,-20.4,Rain
AB1064,12-03-2024,SHJ-RUH,A321,2254.7,15899.5,231,9291.8,9403.1,9070.6,30.96,16,Technical,16.2,-42.9,Storm
AB1065,16-01-2024,SHJ-CAI,A320,1756.1,14234.9,157,6334.6,6507.3,6119.7,29.43,0,Weather,21.4,-37.7,Fog
AB1066,23-01-2024,SHJ-CAI,A321,2480.9,16745.2,228,7784.9,7884.5,7417.1,29.85,28,Technical,18.3,-29,Fog
AB1067,03-03-2024,SHJ-JED,A321,2355.9,16439.8,192,8579.8,8654.3,8427.6,30.1,13,None,15.4,-7.9,Storm
AB1068,19-03-2024,SHJ-CAI,A321,2033.5,16595.4,206,10279.1,10336.6,10136.9,27.36,4,Late Arrival,24.1,-27.6,Cloudy
AB1069,21-04-2024,SHJ-MCT,A321,2097.9,17371.7,231,9411.4,9457.6,9043,30.38,52,Weather,20.6,-51.3,Fog
AB1070,14-03-2024,SHJ-DOH,A320,1688.4,14612.8,156,9272.2,9336.9,8913.4,28.03,0,ATC,17.1,-28.3,Rain
AB1071,30-01-2024,SHJ-CAI,A321,2435,18616,181,7576.8,7600.9,7301.3,29.05,24,Late Arrival,25.5,-17,Rain
AB1072,18-03-2024,SHJ-JED,A321,2161.4,14521.6,210,9571.3,9635.9,9207.4,28.56,0,Technical,6.5,-36.6,Storm
AB1073,09-04-2024,SHJ-CAI,A321,1885.9,16836.7,199,8961.8,8900.1,8760.2,30.51,0,Weather,15.9,-41.8,Cloudy
AB1074,19-04-2024,SHJ-DEL,A320,1994.4,14143.4,148,7607.8,7704.1,7140,27.82,0,None,8.5,-22.4,Rain
AB1075,30-04-2024,SHJ-JED,A320,1865.1,15099.6,120,6874.9,6974.7,6633,27.85,7,Technical,20,-33.5,Storm
AB1076,14-01-2024,SHJ-DEL,A320,1986.8,14433.5,158,9600.9,9747.6,9145.3,24.98,41,None,22,10.1,Storm
AB1077,11-03-2024,SHJ-DEL,A320,2047.5,15578.3,182,9348.7,9459.5,8849.3,26.43,3,None,19.9,-18.9,Fog
AB1078,07-04-2024,SHJ-DEL,A320,1550.7,12368.9,150,8807.7,8953.6,8349.7,29.06,8,Technical,9.3,-26.8,Cloudy
AB1079,11-01-2024,SHJ-JED,A321,2148.2,16002.9,211,9941.4,10027.5,9556.1,27.1,0,Technical,18.2,-1.7,Cloudy
AB1080,04-04-2024,SHJ-CAI,A321,2086.4,17012.5,215,9543.9,9610.9,9150.8,28.42,9,Late Arrival,14.8,-12.4,Cloudy
AB1081,08-03-2024,SHJ-MCT,A320,1657.4,14226.3,162,8214.9,8298,7960.9,28.1,14,ATC,18,5.6,Rain
AB1082,20-04-2024,SHJ-CAI,A321,2001.9,16435.8,178,9872.1,9958.2,9683.6,28.63,15,Weather,15.2,-28.9,Fog
AB1083,29-04-2024,SHJ-CAI,A321,2487.2,16784.6,198,9249.2,9337.4,8784.6,28.31,0,ATC,15.3,-28.9,Fog
AB1084,23-01-2024,SHJ-RUH,A321,1944.1,15375.8,193,10091.6,10181.2,9829.7,30.27,35,Late Arrival,16.6,-29.5,Fog
AB1085,25-02-2024,SHJ-RUH,A321,2027.1,17192.8,205,9113.5,9175,8894.9,29.32,0,None,23,-28,Storm
AB1086,10-03-2024,SHJ-MCT,A320,1770.1,12663,164,7671.7,7845.3,7376.7,28.18,0,Weather,14.4,-11.1,Rain
AB1087,22-02-2024,SHJ-CAI,A320,2059.7,14281.9,178,8609.7,8612.3,8167.8,28.67,29,Technical,11.3,-33.3,Clear
AB1088,07-03-2024,SHJ-MCT,A321,2029.8,15771.2,200,9742.6,9896.7,9356,28.16,0,Technical,24.6,-10.3,Fog
AB1089,02-01-2024,SHJ-JED,A321,2216.6,16973.3,209,10024.6,10138,9758.2,27.49,0,None,14.6,-25.6,Storm
AB1090,08-02-2024,SHJ-DEL,A321,2014.7,15966.5,179,10048.7,10063.4,9757,28.17,16,None,15.3,-30.5,Fog
AB1091,30-01-2024,SHJ-DEL,A321,2185.1,16843.6,181,10050.1,10149.2,9830.2,28.96,0,ATC,12.9,-24.3,Fog
AB1092,25-02-2024,SHJ-DOH,A320,2125.1,12638.3,198,7740.3,7785.9,7436.7,27.23,0,ATC,12.8,-23.1,Storm
AB1093,16-04-2024,SHJ-DOH,A320,1718.6,15850.8,141,8102.7,8149.2,7777.9,28.69,2,Technical,5.5,-10.1,Storm
AB1094,21-03-2024,SHJ-MCT,A321,1976.6,15452.2,223,9152.8,9313.3,8761.1,28.36,25,Technical,14.2,13.5,Fog
AB1095,13-04-2024,SHJ-CAI,A321,2061.4,17526.1,226,9816.1,9908.5,9583.1,26.85,14,ATC,19.7,-18,Clear
AB1096,24-01-2024,SHJ-MCT,A321,1605.3,15234.4,195,9791.7,9883.1,9462.7,29.64,0,ATC,21.1,-12.9,Storm
AB1097,20-03-2024,SHJ-DOH,A321,2275.5,16318,240,9993.2,10105.6,9790,29.75,0,None,23.4,-14.3,Storm
AB1098,25-01-2024,SHJ-CAI,A320,1331.5,14299.7,156,8537.2,8646.9,8142.8,29.67,6,ATC,21.1,-7.9,Fog
AB1099,03-01-2024,SHJ-MCT,A320,1780.5,14778.8,153,7577.4,7689.5,7408.7,28.33,33,Technical,22,-24.3,Cloudy
AB1100,01-04-2024,SHJ-DOH,A320,1564.4,14432.9,187,8755.2,8844.6,8346.7,27.53,0,Technical,17.7,-21.2,Cloudy
AB1101,02-01-2024,SHJ-DOH,A320,1841.3,13870.7,162,7223.3,7327.1,6829.1,27.83,0,Technical,11.3,-0.4,Rain
AB1102,10-04-2024,SHJ-DOH,A321,2310.9,14876.1,225,10422.5,10602.4,10110,29.22,0,Weather,19.8,-16.3,Clear
AB1103,12-02-2024,SHJ-DEL,A320,1679.3,14573.6,131,8990.6,9041.3,8778.4,27.89,18,ATC,18.8,-31.1,Storm
AB1104,10-01-2024,SHJ-RUH,A321,2098.8,15367,205,10575,10718,10275.4,30.46,0,ATC,17.1,12.6,Rain
AB1105,14-04-2024,SHJ-DOH,A320,2088.9,12327.6,172,8000.6,8063.3,7617.9,27.16,0,ATC,15.1,-7.8,Cloudy
AB1106,19-02-2024,SHJ-DOH,A320,1563.8,13377.4,129,9007.1,9090.8,8580,27.7,19,None,25.4,-13.9,Clear
AB1107,26-01-2024,SHJ-DOH,A320,1660.5,12381.2,142,8073.2,8183,7838.8,27.45,0,Weather,12.1,3.4,Cloudy
AB1108,01-03-2024,SHJ-DOH,A321,2377.8,18230.5,220,9070,9168.4,8637.7,29.22,9,None,3.3,4.1,Cloudy
AB1109,21-03-2024,SHJ-JED,A320,1898.2,14329.8,163,8163.4,8294.3,7923.2,26.69,13,None,20.8,-23,Fog
AB1110,07-03-2024,SHJ-DEL,A321,2274.2,15508.7,190,9736.7,9743,9368.9,29.52,0,Weather,17,-40.1,Rain
AB1111,26-01-2024,SHJ-CAI,A320,1629.7,14966.1,165,7617.2,7741.7,7328.9,28.44,8,None,23.5,-5.4,Cloudy
AB1112,15-01-2024,SHJ-MCT,A321,2282.7,16554.6,223,9814.3,9959.2,9408.2,27.98,0,Technical,14.5,-5.4,Cloudy
AB1113,11-04-2024,SHJ-CAI,A320,1484.7,14394.8,172,9162.6,9195.5,8844.6,27.04,0,Technical,15.3,-22.7,Cloudy
AB1114,02-01-2024,SHJ-DEL,A321,1966.9,17970.7,183,10846.1,10991,10427.6,28.31,16,Late Arrival,11.6,-6.3,Cloudy
AB1115,17-02-2024,SHJ-DEL,A320,1785.2,13590.7,140,5522.5,5678.1,5326.3,27.6,6,ATC,21.3,7.1,Clear
AB1116,28-03-2024,SHJ-RUH,A321,2465,15527.7,171,11859.6,11969,11332.7,27.73,29,None,17.5,-21.7,Clear
AB1117,08-01-2024,SHJ-CAI,A320,1978.9,14334.4,141,7675.3,7800.8,7309.1,28.26,28,None,16.2,-17.3,Clear
AB1118,17-01-2024,SHJ-DOH,A320,1124.9,13550.3,180,7609.6,7657.5,7356.2,29,20,Technical,22.1,-45.9,Fog
AB1119,10-04-2024,SHJ-JED,A321,2167.9,16219.9,204,8884,9026.5,8618.6,27.09,45,None,20.4,-20.6,Storm
AB1120,03-04-2024,SHJ-MCT,A320,1981.4,12548.2,151,7878.9,7976.6,7442.4,28.45,0,Late Arrival,20.4,5.2,Rain
AB1121,02-04-2024,SHJ-MCT,A321,2399.1,16418.5,223,10077.5,10233.1,9726.9,30.1,7,None,21.2,-25.7,Storm
AB1122,31-03-2024,SHJ-DOH,A321,2015.4,16230.5,208,7838.4,7800.1,7452.4,31.71,40,Weather,16.7,-19.9,Storm
AB1123,25-01-2024,SHJ-RUH,A320,1860.6,13410.8,168,7856,7965.1,7565.4,26.69,10,Weather,18.8,-18.1,Rain
AB1124,03-04-2024,SHJ-DOH,A321,2156.8,17637.9,202,9727.3,9823.4,9297.6,29.21,8,None,24.2,-23.9,Fog
AB1125,27-04-2024,SHJ-RUH,A320,2056.7,13896.4,147,8679.4,8810.4,8409.8,25.27,10,ATC,15.7,-35.9,Cloudy
AB1126,27-02-2024,SHJ-CAI,A321,2089.4,15926.3,209,8132.7,8301,7801,29.28,26,Weather,23.5,-1.5,Storm
AB1127,01-01-2024,SHJ-JED,A321,2574,16000.8,195,10283.5,10422.2,9912.6,30.89,10,None,20.1,-34.7,Clear
AB1128,20-03-2024,SHJ-CAI,A320,2227.1,13663.5,158,7653.3,7716.8,7417.7,27.48,0,Technical,14.1,9.2,Clear
AB1129,25-03-2024,SHJ-RUH,A321,2347.1,17425.9,233,11334.1,11372.6,11211.3,28.2,0,ATC,16.5,-26.7,Storm
AB1130,08-04-2024,SHJ-RUH,A320,1843.9,14035.3,150,5824.5,5897,5623.7,27.75,0,Late Arrival,15.5,-37,Rain
AB1131,22-02-2024,SHJ-JED,A321,2174.8,15426.9,193,8191.3,8248,7906.7,29.91,18,ATC,17.7,-32,Fog
AB1132,25-03-2024,SHJ-DEL,A320,1876.1,14690.7,167,9603.7,9749.4,9257.7,28.13,23,None,14,-26.9,Cloudy
AB1133,23-01-2024,SHJ-DEL,A320,1869.9,14342.1,175,9100.4,9151.7,8942.9,28.23,0,ATC,34.9,-12.3,Cloudy
AB1134,13-01-2024,SHJ-DEL,A321,2184.3,15984.5,200,9530.1,9607.3,9218.9,28.73,36,Late Arrival,24.9,-16.2,Fog
AB1135,20-03-2024,SHJ-JED,A321,1931.7,17038.5,240,10869.8,11040.9,10496.3,29.05,22,ATC,14.6,-15.6,Cloudy
AB1136,18-03-2024,SHJ-JED,A320,2065.9,13410.6,147,8097.5,8229.9,7820.2,27.55,44,ATC,11.6,-1.2,Cloudy
AB1137,24-03-2024,SHJ-DOH,A320,1647,12204,169,7745.4,7761.3,7556.4,27.99,29,Weather,20.9,-19.1,Clear
AB1138,16-02-2024,SHJ-RUH,A321,2295.8,16472.8,181,8079.1,8171.1,7799.4,29.85,25,None,21,-24.2,Clear
AB1139,15-04-2024,SHJ-RUH,A321,1923.9,16912.1,220,7111.5,7176.9,6894.9,29.12,0,Weather,17.8,-23.2,Clear
AB1140,16-04-2024,SHJ-CAI,A320,1768.2,13283.6,152,6919.7,7048.3,6581.7,27.23,40,None,16.4,3,Fog
AB1141,13-01-2024,SHJ-DEL,A320,1671.6,11973.4,173,8248.5,8316.4,7945.1,27.97,0,Weather,16.5,-7.4,Cloudy
AB1142,25-01-2024,SHJ-RUH,A320,1836.8,14610,160,7658,7739.5,7473.3,24.68,0,Weather,17.6,-11.5,Cloudy
AB1143,12-03-2024,SHJ-JED,A321,2146.3,16847.7,166,9443.2,9482.7,9311.1,28.81,35,None,19.9,-19.7,Fog
AB1144,15-02-2024,SHJ-JED,A321,2196.1,15786.4,199,9927.4,10057,9765.9,28.61,26,None,22.8,-45.1,Storm
AB1145,23-04-2024,SHJ-DEL,A320,1683.7,13144.5,128,6967.5,7097.9,6423.3,29.92,26,None,14.3,-25.7,Fog
AB1146,21-02-2024,SHJ-RUH,A321,2317.7,16937.5,198,7990,8082.9,7361.2,28.67,12,Late Arrival,16.8,-18.2,Fog
AB1147,17-03-2024,SHJ-DOH,A321,2457.4,16375.5,186,9338.4,9509.6,9084.8,30.17,12,None,11.6,-38.4,Fog
AB1148,11-02-2024,SHJ-CAI,A321,2203,16836.3,202,9019.8,9118.7,8779.1,26.62,0,None,14.9,-1.9,Storm
AB1149,15-04-2024,SHJ-JED,A321,2037.2,16680.5,214,10797.9,10895,10371.7,28.52,0,Late Arrival,16.8,-26.5,Fog
AB1150,10-03-2024,SHJ-MCT,A321,2310.7,16920.3,221,10759.3,10865.5,10273,30.1,2,None,23.9,-4.1,Rain
AB1151,16-02-2024,SHJ-DOH,A321,2401.7,16594.1,196,8105.5,8282.1,7809.5,28.69,25,None,22.2,-24.3,Clear
AB1152,02-04-2024,SHJ-DEL,A321,2463.3,13591.3,185,8584.4,8701.2,8366.3,29.29,17,Weather,21,-34.3,Fog
AB1153,18-01-2024,SHJ-CAI,A320,1556.4,14396.3,152,6429.5,6599.3,6032.4,29.56,13,Technical,21.1,0.5,Cloudy
AB1154,28-01-2024,SHJ-CAI,A320,1671.7,15110.7,170,8913.7,9078.5,8595.1,28.22,0,None,25.3,-34.2,Rain
AB1155,27-04-2024,SHJ-RUH,A320,2050.6,13909.8,188,9134.8,9260.2,8791.8,28.42,0,ATC,18.6,-36.7,Storm
AB1156,15-02-2024,SHJ-MCT,A320,1834.2,12857.1,141,9604.9,9704.7,9198,28.18,5,Technical,20.8,-30.1,Fog
AB1157,01-02-2024,SHJ-MCT,A321,2398.7,16246.9,201,9521.7,9638.1,9280.8,28.46,19,None,24.1,-30.8,Clear
AB1158,14-03-2024,SHJ-DOH,A320,1773.9,14461.3,156,8464.3,8618.5,8108.8,27.39,0,None,16.5,-34.5,Rain
AB1159,11-04-2024,SHJ-DOH,A320,1912.9,12838.2,211,9295.9,9439.3,8994.7,26.36,60,Weather,15,-21.8,Fog
AB1160,14-04-2024,SHJ-DEL,A321,1828.8,16986.3,187,9601.7,9647.8,9356.1,28.2,14,ATC,11.6,-31.2,Fog
AB1161,18-02-2024,SHJ-DEL,A320,1932.7,16602.5,174,7082.7,7184.3,6819.4,27.65,28,None,19.1,-6.4,Rain
AB1162,14-02-2024,SHJ-DOH,A321,2137.1,17825.5,206,8528.8,8537.6,8011.1,28.26,0,None,30.5,7.1,Clear
AB1163,21-04-2024,SHJ-MCT,A320,2098.8,13669.3,213,8368.4,8477.3,7970.6,27.95,4,Late Arrival,17,-10.9,Storm
AB1164,07-01-2024,SHJ-CAI,A320,1873.4,13968.5,195,5033.2,5169.1,4682.3,29.15,8,Technical,19,-5.2,Fog
AB1165,20-01-2024,SHJ-CAI,A320,2098.2,13699.5,170,9678.6,9744.1,9591,29.47,31,ATC,20.6,-26.7,Storm
AB1166,27-02-2024,SHJ-RUH,A320,1623.6,13408.8,195,7371.6,7433.9,7061.4,28.84,0,Technical,17.5,-45.3,Rain
AB1167,10-04-2024,SHJ-DOH,A320,1477.3,14007.7,138,10105.1,10165.1,10011.2,28.02,2,ATC,12.5,-34.4,Clear
AB1168,01-03-2024,SHJ-RUH,A320,1601.9,13713.3,204,8077.9,8203.3,7659.6,29.11,0,Weather,16.5,-0.4,Rain
AB1169,11-01-2024,SHJ-DOH,A321,2085.7,18262.5,239,9030.9,9080.2,8781.2,28.37,0,None,20.1,-41.8,Cloudy
AB1170,07-04-2024,SHJ-MCT,A321,2320.7,17128.1,176,11049.8,11187.3,10698.5,28.24,22,Weather,23.6,-21.5,Storm
AB1171,20-02-2024,SHJ-JED,A320,2200.4,14044.1,187,8293,8309.4,7934.5,28.37,0,Weather,13.8,6.2,Fog
AB1172,01-02-2024,SHJ-MCT,A320,1757.2,12996.7,157,6699.5,6764.8,6256.2,28.53,37,Technical,15.5,-12,Storm
AB1173,11-02-2024,SHJ-JED,A320,1594,16445.8,183,7807.4,7901.7,7584.7,27.66,49,ATC,11.9,-18,Storm
AB1174,24-02-2024,SHJ-CAI,A321,2196.3,16382.6,207,9383.9,9514.4,8996.6,29.42,0,ATC,19.5,-44.8,Rain
AB1175,17-03-2024,SHJ-JED,A320,1929.3,15474.5,146,7738.2,7900,7498.2,28.1,44,None,20.1,-16.4,Cloudy
AB1176,14-02-2024,SHJ-RUH,A321,2213.6,17318,175,9585.3,9721.6,9292.3,28.81,0,Late Arrival,18,-36.2,Storm
AB1177,06-01-2024,SHJ-MCT,A320,1414.9,14727.1,176,8467.1,8533.8,8036.8,26.57,8,Late Arrival,16.3,-32.6,Cloudy
AB1178,06-04-2024,SHJ-JED,A320,1784,13388.4,128,7558.8,7670.4,7372.5,27.34,32,ATC,26,-9.8,Clear
AB1179,01-02-2024,SHJ-RUH,A320,1489.8,15505.2,196,8018.8,8091.2,7586.5,26.13,0,None,26.6,-42.4,Rain
AB1180,02-01-2024,SHJ-CAI,A320,1799.9,14034.1,154,7556.5,7628.4,7249.3,26.58,14,Technical,23.4,-7,Storm
AB1181,03-01-2024,SHJ-CAI,A320,1638.1,12748.8,159,9567.8,9703,9203.2,28.89,18,None,18.6,-10.1,Cloudy
AB1182,27-01-2024,SHJ-RUH,A321,2090.8,15085.5,224,10737.7,10878.8,10549.6,30.68,9,Weather,13.9,-18.2,Fog
AB1183,03-04-2024,SHJ-MCT,A320,1689.9,13383.3,173,6396.3,6497.2,6240.7,27.98,16,Technical,27.4,-18.4,Fog
AB1184,06-01-2024,SHJ-CAI,A320,1919.6,13024.5,180,7473.6,7568.2,7166.5,29.03,0,ATC,6.6,-23.2,Cloudy
AB1185,11-04-2024,SHJ-JED,A321,2293.7,16652.3,234,9937.4,9921.1,9693.8,28.76,30,ATC,16,-19.6,Clear
AB1186,09-01-2024,SHJ-DOH,A321,2284.3,15484.7,222,11137.1,11180.7,10854.4,28.93,0,Late Arrival,19.7,-13.2,Rain
AB1187,20-04-2024,SHJ-DEL,A320,2135.1,13806,173,7138.7,7162.5,6874.4,27.81,3,Technical,19.5,-29.4,Storm
AB1188,30-01-2024,SHJ-DOH,A320,1816.7,13666.6,158,8080.4,8218.4,7776.3,27.88,3,None,17.1,-30.7,Storm
AB1189,20-04-2024,SHJ-RUH,A320,1728,16031.2,146,7721.3,7809,7460.1,27.67,15,ATC,9.4,-4.4,Fog
AB1190,28-02-2024,SHJ-RUH,A320,1926.5,12757.1,119,7022.9,7251.9,6747.2,28.54,0,ATC,14.6,-20.8,Fog
